country_code,country,indicator_code,indicator,year,data_value
POL,Poland,CWB9,Children (0-17) in overcrowded households (%),2017,51.2
POL,Poland,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,23.5
POL,Poland,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,3.5
POL,Poland,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,63.8
POL,Poland,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,80.4
POL,Poland,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,84.9
POL,Poland,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,81.6
POL,Poland,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,87.2
POL,Poland,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,87.7
POL,Poland,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,64.9
POL,Poland,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,45.1
POL,Poland,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,48.0
POL,Poland,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,62.4
POL,Poland,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,21.5
POL,Poland,CWB35A,Reading performance at age 15 (PISA),2015,505.7
POL,Poland,CWB35B,Mathematics performance at age 15 (PISA),2015,504.5
POL,Poland,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,61.0
POL,Poland,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2018,72.9
POL,Poland,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,32.4
POL,Poland,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,12.6
POL,Poland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2014,52.0
POL,Poland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,52.0
POL,Poland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2016,52.0
POL,Poland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2017,52.0
POL,Poland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2018,52.0
POL,Poland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2014,2.0
POL,Poland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,2.0
POL,Poland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2016,2.0
POL,Poland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2017,2.0
POL,Poland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2018,2.0
PRT,Portugal,CWB1A,Children (0-17) living with two parents (%),2014,77.7
PRT,Portugal,CWB1A,Children (0-17) living with two parents (%),2015,76.7
PRT,Portugal,CWB1A,Children (0-17) living with two parents (%),2016,78.4
PRT,Portugal,CWB1A,Children (0-17) living with two parents (%),2017,79.0
PRT,Portugal,CWB1A,Children (0-17) living with two parents (%),2018,78.6
PRT,Portugal,CWB1B,Children (0-17) living with a single parent (%),2014,20.0
PRT,Portugal,CWB1B,Children (0-17) living with a single parent (%),2015,21.3
PRT,Portugal,CWB1B,Children (0-17) living with a single parent (%),2016,20.0
PRT,Portugal,CWB1B,Children (0-17) living with a single parent (%),2017,19.6
PRT,Portugal,CWB1B,Children (0-17) living with a single parent (%),2018,20.0
PRT,Portugal,CWB1C,Children (0-17) living in 'other' types of household (%),2014,2.3
PRT,Portugal,CWB1C,Children (0-17) living in 'other' types of household (%),2015,2.1
PRT,Portugal,CWB1C,Children (0-17) living in 'other' types of household (%),2016,1.6
PRT,Portugal,CWB1C,Children (0-17) living in 'other' types of household (%),2017,1.3
PRT,Portugal,CWB1C,Children (0-17) living in 'other' types of household (%),2018,1.4
PRT,Portugal,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2014,61.9
PRT,Portugal,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,66.1
PRT,Portugal,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2016,67.2
PRT,Portugal,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2017,69.3
PRT,Portugal,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2018,71.0
PRT,Portugal,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2014,7.5
PRT,Portugal,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,6.3
PRT,Portugal,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2016,6.3
PRT,Portugal,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2017,5.8
PRT,Portugal,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2018,4.9
PRT,Portugal,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2014,15472.5
PRT,Portugal,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,16128.4
PRT,Portugal,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2016,16695.6
PRT,Portugal,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,97.5
PRT,Portugal,CWB8B,"Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)",2015,90.2
PRT,Portugal,CWB9,Children (0-17) in overcrowded households (%),2014,15.4
PRT,Portugal,CWB9,Children (0-17) in overcrowded households (%),2015,16.3
PRT,Portugal,CWB9,Children (0-17) in overcrowded households (%),2016,15.9
PRT,Portugal,CWB9,Children (0-17) in overcrowded households (%),2017,14.9
PRT,Portugal,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,10.4
PRT,Portugal,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,9.5
PRT,Portugal,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,44.8
PRT,Portugal,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2014,87.9
PRT,Portugal,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,88.7
PRT,Portugal,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,88.5
PRT,Portugal,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,90.9
PRT,Portugal,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,95.4
PRT,Portugal,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,77.0
PRT,Portugal,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,95.7
PRT,Portugal,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,69.0
PRT,Portugal,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,39.9
PRT,Portugal,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,82.3
PRT,Portugal,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,12.9
PRT,Portugal,CWB35A,Reading performance at age 15 (PISA),2015,498.1
PRT,Portugal,CWB35B,Mathematics performance at age 15 (PISA),2015,491.6
PRT,Portugal,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,56.6
PRT,Portugal,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,31.0
PRT,Portugal,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,8.9
PRT,Portugal,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2014,30.1
PRT,Portugal,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,30.1
PRT,Portugal,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2016,30.1
PRT,Portugal,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2017,30.1
PRT,Portugal,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2018,30.1
PRT,Portugal,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2014,21.3
PRT,Portugal,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,21.3
PRT,Portugal,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2016,22.3
PRT,Portugal,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2017,22.3
PRT,Portugal,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2018,22.3
SVK,Slovak Republic,CWB1A,Children (0-17) living with two parents (%),2014,86.9
SVK,Slovak Republic,CWB1A,Children (0-17) living with two parents (%),2015,87.2
SVK,Slovak Republic,CWB1A,Children (0-17) living with two parents (%),2016,85.6
SVK,Slovak Republic,CWB1A,Children (0-17) living with two parents (%),2017,85.0
SVK,Slovak Republic,CWB1B,Children (0-17) living with a single parent (%),2014,11.2
SVK,Slovak Republic,CWB1B,Children (0-17) living with a single parent (%),2015,12.4
SVK,Slovak Republic,CWB1B,Children (0-17) living with a single parent (%),2016,13.5
SVK,Slovak Republic,CWB1B,Children (0-17) living with a single parent (%),2017,13.9
SVK,Slovak Republic,CWB1C,Children (0-17) living in 'other' types of household (%),2014,2.0
SVK,Slovak Republic,CWB1C,Children (0-17) living in 'other' types of household (%),2015,0.4
SVK,Slovak Republic,CWB1C,Children (0-17) living in 'other' types of household (%),2016,1.0
SVK,Slovak Republic,CWB1C,Children (0-17) living in 'other' types of household (%),2017,1.2
SVK,Slovak Republic,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2014,38.8
SVK,Slovak Republic,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,39.1
SVK,Slovak Republic,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2016,40.1
SVK,Slovak Republic,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2017,42.6
SVK,Slovak Republic,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2018,44.6
SVK,Slovak Republic,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2014,10.7
SVK,Slovak Republic,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,9.3
SVK,Slovak Republic,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2016,8.0
SVK,Slovak Republic,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2017,8.2
SVK,Slovak Republic,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2018,7.3
SVK,Slovak Republic,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2014,13386.3
SVK,Slovak Republic,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,13702.7
SVK,Slovak Republic,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2016,14271.5
SVK,Slovak Republic,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,93.5
SVK,Slovak Republic,CWB9,Children (0-17) in overcrowded households (%),2014,50.6
SVK,Slovak Republic,CWB9,Children (0-17) in overcrowded households (%),2015,52.1
SVK,Slovak Republic,CWB9,Children (0-17) in overcrowded households (%),2016,50.8
SVK,Slovak Republic,CWB9,Children (0-17) in overcrowded households (%),2017,46.5
SVK,Slovak Republic,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,35.1
SVK,Slovak Republic,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,4.2
SVK,Slovak Republic,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,55.6
SVK,Slovak Republic,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2014,73.0
SVK,Slovak Republic,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,72.2
SVK,Slovak Republic,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,73.4
SVK,Slovak Republic,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,74.9
SVK,Slovak Republic,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,88.8
SVK,Slovak Republic,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,78.5
SVK,Slovak Republic,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,73.5
SVK,Slovak Republic,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,47.1
SVK,Slovak Republic,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,69.7
SVK,Slovak Republic,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,22.7
SVK,Slovak Republic,CWB35A,Reading performance at age 15 (PISA),2015,452.5
SVK,Slovak Republic,CWB35B,Mathematics performance at age 15 (PISA),2015,475.2
SVK,Slovak Republic,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,60.5
SVK,Slovak Republic,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2018,66.8
SVK,Slovak Republic,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,39.4
SVK,Slovak Republic,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,11.3
SVK,Slovak Republic,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2014,164.0
SVK,Slovak Republic,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,164.0
SVK,Slovak Republic,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2016,164.0
SVK,Slovak Republic,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2017,164.0
SVK,Slovak Republic,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2018,164.0
SVK,Slovak Republic,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2014,0.0
SVK,Slovak Republic,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,0.0
SVK,Slovak Republic,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2016,0.0
SVK,Slovak Republic,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2017,0.0
SVK,Slovak Republic,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2018,0.0
ESP,Spain,CWB1A,Children (0-17) living with two parents (%),2014,82.9
ESP,Spain,CWB1A,Children (0-17) living with two parents (%),2015,82.4
ESP,Spain,CWB1A,Children (0-17) living with two parents (%),2016,82.6
ESP,Spain,CWB1A,Children (0-17) living with two parents (%),2017,82.9
ESP,Spain,CWB1A,Children (0-17) living with two parents (%),2018,82.8
ESP,Spain,CWB1B,Children (0-17) living with a single parent (%),2014,15.6
ESP,Spain,CWB1B,Children (0-17) living with a single parent (%),2015,16.3
ESP,Spain,CWB1B,Children (0-17) living with a single parent (%),2016,16.5
ESP,Spain,CWB1B,Children (0-17) living with a single parent (%),2017,15.3
ESP,Spain,CWB1B,Children (0-17) living with a single parent (%),2018,15.6
ESP,Spain,CWB1C,Children (0-17) living in 'other' types of household (%),2014,1.6
ESP,Spain,CWB1C,Children (0-17) living in 'other' types of household (%),2015,1.3
ESP,Spain,CWB1C,Children (0-17) living in 'other' types of household (%),2016,0.9
ESP,Spain,CWB1C,Children (0-17) living in 'other' types of household (%),2017,1.7
ESP,Spain,CWB1C,Children (0-17) living in 'other' types of household (%),2018,1.5
ESP,Spain,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2014,48.7
ESP,Spain,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,51.5
ESP,Spain,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2016,52.0
ESP,Spain,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2017,56.2
ESP,Spain,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2018,58.6
ESP,Spain,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2014,12.2
ESP,Spain,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,10.6
ESP,Spain,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2016,10.6
ESP,Spain,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2017,8.5
ESP,Spain,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2018,7.8
ESP,Spain,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2014,20856.2
ESP,Spain,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,21853.8
ESP,Spain,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2016,22704.5
ESP,Spain,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,94.8
ESP,Spain,CWB8B,"Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)",2015,79.1
ESP,Spain,CWB9,Children (0-17) in overcrowded households (%),2014,7.3
ESP,Spain,CWB9,Children (0-17) in overcrowded households (%),2015,7.6
ESP,Spain,CWB9,Children (0-17) in overcrowded households (%),2016,8.8
ESP,Spain,CWB9,Children (0-17) in overcrowded households (%),2017,8.4
ESP,Spain,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,16.9
ESP,Spain,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,9.5
ESP,Spain,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,45.7
ESP,Spain,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2014,96.7
ESP,Spain,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,96.8
ESP,Spain,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,96.9
ESP,Spain,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,97.1
ESP,Spain,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,90.0
ESP,Spain,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,87.8
ESP,Spain,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,77.1
ESP,Spain,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,67.1
ESP,Spain,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,51.0
ESP,Spain,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,87.2
ESP,Spain,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,10.1
ESP,Spain,CWB35A,Reading performance at age 15 (PISA),2015,495.6
ESP,Spain,CWB35B,Mathematics performance at age 15 (PISA),2015,485.8
ESP,Spain,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,65.8
ESP,Spain,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2018,73.9
ESP,Spain,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,33.0
ESP,Spain,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,9.5
ESP,Spain,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2014,16.0
ESP,Spain,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,16.0
ESP,Spain,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2016,16.0
ESP,Spain,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2017,16.0
ESP,Spain,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2018,16.0
ESP,Spain,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2014,2.1
ESP,Spain,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,2.1
ESP,Spain,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2016,2.1
ESP,Spain,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2017,4.3
ESP,Spain,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2018,4.3
SWE,Sweden,CWB1A,Children (0-17) living with two parents (%),2014,80.9
SWE,Sweden,CWB1A,Children (0-17) living with two parents (%),2015,79.5
SWE,Sweden,CWB1A,Children (0-17) living with two parents (%),2016,79.9
SWE,Sweden,CWB1A,Children (0-17) living with two parents (%),2017,80.1
SWE,Sweden,CWB1A,Children (0-17) living with two parents (%),2018,78.0
SWE,Sweden,CWB1B,Children (0-17) living with a single parent (%),2014,17.9
SWE,Sweden,CWB1B,Children (0-17) living with a single parent (%),2015,19.4
SWE,Sweden,CWB1B,Children (0-17) living with a single parent (%),2016,19.0
SWE,Sweden,CWB1B,Children (0-17) living with a single parent (%),2017,18.8
SWE,Sweden,CWB1B,Children (0-17) living with a single parent (%),2018,20.7
SWE,Sweden,CWB1C,Children (0-17) living in 'other' types of household (%),2014,1.2
SWE,Sweden,CWB1C,Children (0-17) living in 'other' types of household (%),2015,1.0
SWE,Sweden,CWB1C,Children (0-17) living in 'other' types of household (%),2016,1.0
SWE,Sweden,CWB1C,Children (0-17) living in 'other' types of household (%),2017,1.1
SWE,Sweden,CWB1C,Children (0-17) living in 'other' types of household (%),2018,1.3
SWE,Sweden,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2014,80.4
SWE,Sweden,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,81.2
SWE,Sweden,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2016,81.1
SWE,Sweden,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2017,82.9
SWE,Sweden,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2018,83.1
SWE,Sweden,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2014,6.2
SWE,Sweden,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,6.8
SWE,Sweden,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2016,5.1
SWE,Sweden,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2017,5.0
SWE,Sweden,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2018,5.2
SWE,Sweden,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2014,30237.5
SWE,Sweden,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,31354.0
SWE,Sweden,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2016,31881.4
SWE,Sweden,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2017,31936.5
SWE,Sweden,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,97.2
SWE,Sweden,CWB9,Children (0-17) in overcrowded households (%),2014,12.8
SWE,Sweden,CWB9,Children (0-17) in overcrowded households (%),2015,13.5
SWE,Sweden,CWB9,Children (0-17) in overcrowded households (%),2016,18.5
SWE,Sweden,CWB9,Children (0-17) in overcrowded households (%),2017,18.3
SWE,Sweden,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,18.0
SWE,Sweden,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,5.3
SWE,Sweden,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,60.2
SWE,Sweden,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2014,94.3
SWE,Sweden,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,92.7
SWE,Sweden,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,93.5
SWE,Sweden,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,94.1
SWE,Sweden,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,90.5
SWE,Sweden,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,70.5
SWE,Sweden,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,80.0
SWE,Sweden,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,61.1
SWE,Sweden,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,38.7
SWE,Sweden,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,69.3
SWE,Sweden,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,20.6
SWE,Sweden,CWB35A,Reading performance at age 15 (PISA),2015,500.2
SWE,Sweden,CWB35B,Mathematics performance at age 15 (PISA),2015,493.9
SWE,Sweden,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,77.7
SWE,Sweden,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2018,85.1
SWE,Sweden,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2014,60.0
SWE,Sweden,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,60.0
SWE,Sweden,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2016,55.7
SWE,Sweden,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2017,55.7
SWE,Sweden,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2018,55.7
SWE,Sweden,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2014,10.0
SWE,Sweden,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,10.0
SWE,Sweden,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2016,14.3
SWE,Sweden,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2017,14.3
SWE,Sweden,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2018,14.3
CHE,Switzerland,CWB1A,Children (0-17) living with two parents (%),2014,87.5
CHE,Switzerland,CWB1A,Children (0-17) living with two parents (%),2015,87.7
CHE,Switzerland,CWB1A,Children (0-17) living with two parents (%),2016,87.6
CHE,Switzerland,CWB1A,Children (0-17) living with two parents (%),2017,92.8
CHE,Switzerland,CWB1B,Children (0-17) living with a single parent (%),2014,12.3
CHE,Switzerland,CWB1B,Children (0-17) living with a single parent (%),2015,12.1
CHE,Switzerland,CWB1B,Children (0-17) living with a single parent (%),2016,12.2
CHE,Switzerland,CWB1B,Children (0-17) living with a single parent (%),2017,7.1
CHE,Switzerland,CWB1C,Children (0-17) living in 'other' types of household (%),2014,0.2
CHE,Switzerland,CWB1C,Children (0-17) living in 'other' types of household (%),2015,0.3
CHE,Switzerland,CWB1C,Children (0-17) living in 'other' types of household (%),2016,0.2
CHE,Switzerland,CWB1C,Children (0-17) living in 'other' types of household (%),2017,0.1
CHE,Switzerland,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2014,38845.4
CHE,Switzerland,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,38561.1
CHE,Switzerland,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,95.9
CHE,Switzerland,CWB9,Children (0-17) in overcrowded households (%),2014,8.8
CHE,Switzerland,CWB9,Children (0-17) in overcrowded households (%),2016,9.4
CHE,Switzerland,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,28.0
CHE,Switzerland,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,3.6
CHE,Switzerland,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,54.2
CHE,Switzerland,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2014,48.1
CHE,Switzerland,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,49.1
CHE,Switzerland,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2016,49.8
CHE,Switzerland,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2017,49.5
CHE,Switzerland,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,93.6
CHE,Switzerland,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,80.5
CHE,Switzerland,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,77.3
CHE,Switzerland,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,33.5
CHE,Switzerland,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,27.0
CHE,Switzerland,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,70.8
