country_code,country,indicator_code,indicator,year,data_value,in_oecd
SVK,Slovak Republic,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,93.5,oecd
SVK,Slovak Republic,CWB9,Children (0-17) in overcrowded households (%),2015,52.1,oecd
SVK,Slovak Republic,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,35.1,oecd
SVK,Slovak Republic,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,4.2,oecd
SVK,Slovak Republic,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,55.6,oecd
SVK,Slovak Republic,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,72.2,oecd
SVK,Slovak Republic,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,88.8,oecd
SVK,Slovak Republic,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,78.5,oecd
SVK,Slovak Republic,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,73.5,oecd
SVK,Slovak Republic,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,47.1,oecd
SVK,Slovak Republic,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,69.7,oecd
SVK,Slovak Republic,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,22.7,oecd
SVK,Slovak Republic,CWB35A,Reading performance at age 15 (PISA),2015,452.5,oecd
SVK,Slovak Republic,CWB35B,Mathematics performance at age 15 (PISA),2015,475.2,oecd
SVK,Slovak Republic,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,60.5,oecd
SVK,Slovak Republic,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,39.4,oecd
SVK,Slovak Republic,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,11.3,oecd
SVK,Slovak Republic,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,164.0,oecd
SVK,Slovak Republic,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,0.0,oecd
ESP,Spain,CWB1A,Children (0-17) living with two parents (%),2015,82.4,oecd
ESP,Spain,CWB1B,Children (0-17) living with a single parent (%),2015,16.3,oecd
ESP,Spain,CWB1C,Children (0-17) living in 'other' types of household (%),2015,1.3,oecd
ESP,Spain,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,51.5,oecd
ESP,Spain,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,10.6,oecd
ESP,Spain,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,21853.8,oecd
ESP,Spain,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,94.8,oecd
ESP,Spain,CWB8B,"Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)",2015,79.1,oecd
ESP,Spain,CWB9,Children (0-17) in overcrowded households (%),2015,7.6,oecd
ESP,Spain,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,16.9,oecd
ESP,Spain,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,9.5,oecd
ESP,Spain,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,45.7,oecd
ESP,Spain,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,96.8,oecd
ESP,Spain,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,90.0,oecd
ESP,Spain,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,87.8,oecd
ESP,Spain,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,77.1,oecd
ESP,Spain,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,67.1,oecd
ESP,Spain,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,51.0,oecd
ESP,Spain,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,87.2,oecd
ESP,Spain,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,10.1,oecd
ESP,Spain,CWB35A,Reading performance at age 15 (PISA),2015,495.6,oecd
ESP,Spain,CWB35B,Mathematics performance at age 15 (PISA),2015,485.8,oecd
ESP,Spain,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,65.8,oecd
ESP,Spain,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,33.0,oecd
ESP,Spain,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,9.5,oecd
ESP,Spain,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,16.0,oecd
ESP,Spain,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,2.1,oecd
SWE,Sweden,CWB1A,Children (0-17) living with two parents (%),2015,79.5,oecd
SWE,Sweden,CWB1B,Children (0-17) living with a single parent (%),2015,19.4,oecd
SWE,Sweden,CWB1C,Children (0-17) living in 'other' types of household (%),2015,1.0,oecd
SWE,Sweden,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,81.2,oecd
SWE,Sweden,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,6.8,oecd
SWE,Sweden,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,31354.0,oecd
SWE,Sweden,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,97.2,oecd
SWE,Sweden,CWB9,Children (0-17) in overcrowded households (%),2015,13.5,oecd
SWE,Sweden,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,18.0,oecd
SWE,Sweden,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,5.3,oecd
SWE,Sweden,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,60.2,oecd
SWE,Sweden,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,92.7,oecd
SWE,Sweden,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,90.5,oecd
SWE,Sweden,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,70.5,oecd
SWE,Sweden,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,80.0,oecd
SWE,Sweden,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,61.1,oecd
SWE,Sweden,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,38.7,oecd
SWE,Sweden,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,69.3,oecd
SWE,Sweden,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,20.6,oecd
SWE,Sweden,CWB35A,Reading performance at age 15 (PISA),2015,500.2,oecd
SWE,Sweden,CWB35B,Mathematics performance at age 15 (PISA),2015,493.9,oecd
SWE,Sweden,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,77.7,oecd
SWE,Sweden,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,60.0,oecd
SWE,Sweden,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,10.0,oecd
CHE,Switzerland,CWB1A,Children (0-17) living with two parents (%),2015,87.7,oecd
CHE,Switzerland,CWB1B,Children (0-17) living with a single parent (%),2015,12.1,oecd
CHE,Switzerland,CWB1C,Children (0-17) living in 'other' types of household (%),2015,0.3,oecd
CHE,Switzerland,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,38561.1,oecd
CHE,Switzerland,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,95.9,oecd
CHE,Switzerland,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,28.0,oecd
CHE,Switzerland,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,3.6,oecd
CHE,Switzerland,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,54.2,oecd
CHE,Switzerland,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,49.1,oecd
CHE,Switzerland,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,93.6,oecd
CHE,Switzerland,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,80.5,oecd
CHE,Switzerland,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,77.3,oecd
CHE,Switzerland,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,33.5,oecd
CHE,Switzerland,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,27.0,oecd
CHE,Switzerland,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,70.8,oecd
CHE,Switzerland,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,11.7,oecd
CHE,Switzerland,CWB35A,Reading performance at age 15 (PISA),2015,492.2,oecd
CHE,Switzerland,CWB35B,Mathematics performance at age 15 (PISA),2015,521.3,oecd
CHE,Switzerland,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,51.5,oecd
CHE,Switzerland,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,39.6,oecd
CHE,Switzerland,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,7.4,oecd
CHE,Switzerland,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,14.0,oecd
CHE,Switzerland,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,0.0,oecd
TUR,Turkey,CWB1A,Children (0-17) living with two parents (%),2015,93.4,oecd
TUR,Turkey,CWB1B,Children (0-17) living with a single parent (%),2015,5.7,oecd
TUR,Turkey,CWB1C,Children (0-17) living in 'other' types of household (%),2015,1.0,oecd
TUR,Turkey,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,11955.6,oecd
TUR,Turkey,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,88.5,oecd
TUR,Turkey,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,22.4,oecd
TUR,Turkey,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,11.5,oecd
TUR,Turkey,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,38.2,oecd
TUR,Turkey,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,38.0,oecd
TUR,Turkey,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,75.2,oecd
TUR,Turkey,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,90.3,oecd
TUR,Turkey,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,93.5,oecd
TUR,Turkey,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,58.8,oecd
TUR,Turkey,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,70.6,oecd
TUR,Turkey,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,61.4,oecd
TUR,Turkey,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,35.7,oecd
TUR,Turkey,CWB35A,Reading performance at age 15 (PISA),2015,428.3,oecd
TUR,Turkey,CWB35B,Mathematics performance at age 15 (PISA),2015,420.5,oecd
TUR,Turkey,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,26.2,oecd
TUR,Turkey,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,28.6,oecd
TUR,Turkey,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,16.0,oecd
TUR,Turkey,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,0.0,oecd
GBR,United Kingdom,CWB1A,Children (0-17) living with two parents (%),2015,75.3,oecd
GBR,United Kingdom,CWB1B,Children (0-17) living with a single parent (%),2015,24.5,oecd
GBR,United Kingdom,CWB1C,Children (0-17) living in 'other' types of household (%),2015,0.2,oecd
GBR,United Kingdom,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,59.5,oecd
GBR,United Kingdom,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,14.6,oecd
GBR,United Kingdom,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,24494.9,oecd
GBR,United Kingdom,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,96.5,oecd
GBR,United Kingdom,CWB9,Children (0-17) in overcrowded households (%),2015,10.6,oecd
GBR,United Kingdom,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,29.6,oecd
GBR,United Kingdom,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,7.4,oecd
GBR,United Kingdom,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,41.7,oecd
GBR,United Kingdom,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,100.0,oecd
GBR,United Kingdom,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,92.4,oecd
GBR,United Kingdom,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,86.4,oecd
GBR,United Kingdom,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,95.4,oecd
GBR,United Kingdom,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,71.9,oecd
GBR,United Kingdom,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,41.8,oecd
GBR,United Kingdom,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,67.8,oecd
GBR,United Kingdom,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,20.1,oecd
GBR,United Kingdom,CWB35A,Reading performance at age 15 (PISA),2015,498.0,oecd
GBR,United Kingdom,CWB35B,Mathematics performance at age 15 (PISA),2015,492.5,oecd
GBR,United Kingdom,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,75.7,oecd
GBR,United Kingdom,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,28.3,oecd
GBR,United Kingdom,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,15.6,oecd
GBR,United Kingdom,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,39.0,oecd
GBR,United Kingdom,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,2.0,oecd
USA,United States,CWB1A,Children (0-17) living with two parents (%),2015,69.2,oecd
USA,United States,CWB1B,Children (0-17) living with a single parent (%),2015,26.8,oecd
USA,United States,CWB1C,Children (0-17) living in 'other' types of household (%),2015,3.9,oecd
USA,United States,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,64.1,oecd
USA,United States,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,9.2,oecd
USA,United States,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,34421.0,oecd
USA,United States,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,96.0,oecd
USA,United States,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,29.1,oecd
USA,United States,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,6.6,oecd
USA,United States,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,61.8,oecd
USA,United States,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,66.6,oecd
USA,United States,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,90.7,oecd
USA,United States,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,86.9,oecd
USA,United States,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,94.3,oecd
USA,United States,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,67.7,oecd
USA,United States,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,76.0,oecd
USA,United States,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,74.2,oecd
USA,United States,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,23.8,oecd
USA,United States,CWB35A,Reading performance at age 15 (PISA),2015,496.9,oecd
USA,United States,CWB35B,Mathematics performance at age 15 (PISA),2015,469.6,oecd
USA,United States,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,35.9,oecd
USA,United States,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,11.8,oecd
USA,United States,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,0.0,oecd
USA,United States,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,0.0,oecd
BRA,Brazil,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,93.5,oecd
BRA,Brazil,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,33.7,oecd
BRA,Brazil,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,16.4,oecd
BRA,Brazil,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,35.4,oecd
BRA,Brazil,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,91.2,oecd
BRA,Brazil,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,82.3,oecd
BRA,Brazil,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,95.1,oecd
BRA,Brazil,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,80.8,oecd
BRA,Brazil,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,46.2,oecd
BRA,Brazil,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,76.1,oecd
BRA,Brazil,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,20.8,oecd
BRA,Brazil,CWB35A,Reading performance at age 15 (PISA),2015,407.3,oecd
BRA,Brazil,CWB35B,Mathematics performance at age 15 (PISA),2015,377.1,oecd
BRA,Brazil,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,64.4,oecd
BRA,Brazil,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,44.6,oecd
BRA,Brazil,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,11.8,oecd
BGR,Bulgaria,CWB1A,Children (0-17) living with two parents (%),2015,81.4,non_oecd
BGR,Bulgaria,CWB1B,Children (0-17) living with a single parent (%),2015,16.5,non_oecd
BGR,Bulgaria,CWB1C,Children (0-17) living in 'other' types of household (%),2015,2.1,non_oecd
BGR,Bulgaria,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,46.2,non_oecd
BGR,Bulgaria,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,17.1,non_oecd
BGR,Bulgaria,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,95.2,non_oecd
BGR,Bulgaria,CWB9,Children (0-17) in overcrowded households (%),2015,61.8,non_oecd
BGR,Bulgaria,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,29.4,non_oecd
BGR,Bulgaria,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,7.4,non_oecd
BGR,Bulgaria,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,49.5,non_oecd
BGR,Bulgaria,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,81.4,non_oecd
BGR,Bulgaria,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,88.9,non_oecd
BGR,Bulgaria,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,83.1,non_oecd
BGR,Bulgaria,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,78.5,non_oecd
BGR,Bulgaria,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,55.0,non_oecd
BGR,Bulgaria,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,39.4,non_oecd
BGR,Bulgaria,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,68.0,non_oecd
BGR,Bulgaria,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,29.7,non_oecd
BGR,Bulgaria,CWB35A,Reading performance at age 15 (PISA),2015,431.7,non_oecd
BGR,Bulgaria,CWB35B,Mathematics performance at age 15 (PISA),2015,441.2,non_oecd
BGR,Bulgaria,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,70.9,non_oecd
BGR,Bulgaria,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,42.8,non_oecd
BGR,Bulgaria,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,13.9,non_oecd
CHL,Chile,CWB3,"Average disposable household income, 0-17 year-olds, 2015 USD PPP",2015,11815.0,oecd
CHL,Chile,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,90.0,oecd
CHL,Chile,CWB8B,"Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)",2015,48.7,oecd
CHL,Chile,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,42.9,oecd
CHL,Chile,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,8.0,oecd
CHL,Chile,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,41.2,oecd
CHL,Chile,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,78.0,oecd
CHL,Chile,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,88.6,oecd
CHL,Chile,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,70.9,oecd
CHL,Chile,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,92.2,oecd
CHL,Chile,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,56.0,oecd
CHL,Chile,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,66.6,oecd
CHL,Chile,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,77.3,oecd
CHL,Chile,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,20.1,oecd
CHL,Chile,CWB35A,Reading performance at age 15 (PISA),2015,458.6,oecd
CHL,Chile,CWB35B,Mathematics performance at age 15 (PISA),2015,422.7,oecd
CHL,Chile,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,71.1,oecd
CHL,Chile,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,38.1,oecd
CHL,Chile,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,12.0,oecd
CHL,Chile,CWB50A,Length of paid maternity and parental leave available to mothers in weeks,2015,30.0,oecd
CHL,Chile,CWB50B,Length of paid paternity and parental leave reserved for fathers in weeks,2015,1.0,oecd
COL,Colombia,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,89.4,non_oecd
COL,Colombia,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,17.6,non_oecd
COL,Colombia,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,12.6,non_oecd
COL,Colombia,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,39.5,non_oecd
COL,Colombia,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,90.3,non_oecd
COL,Colombia,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,90.7,non_oecd
COL,Colombia,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,96.6,non_oecd
COL,Colombia,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,78.8,non_oecd
COL,Colombia,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,76.3,non_oecd
COL,Colombia,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,74.3,non_oecd
COL,Colombia,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,28.9,non_oecd
COL,Colombia,CWB35A,Reading performance at age 15 (PISA),2015,424.9,non_oecd
COL,Colombia,CWB35B,Mathematics performance at age 15 (PISA),2015,389.6,non_oecd
COL,Colombia,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,51.5,non_oecd
COL,Colombia,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,50.8,non_oecd
COL,Colombia,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,10.1,non_oecd
CRI,Costa Rica,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,91.3,non_oecd
CRI,Costa Rica,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,22.7,non_oecd
CRI,Costa Rica,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,10.1,non_oecd
CRI,Costa Rica,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,37.2,non_oecd
CRI,Costa Rica,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,93.4,non_oecd
CRI,Costa Rica,CWB28,Adolescents (15-year-olds) who study before or after school (%),2015,82.5,non_oecd
CRI,Costa Rica,CWB29,Adolescents (15-year-olds) who want top grades at school (%),2015,97.7,non_oecd
CRI,Costa Rica,CWB30,Adolescents (15-year-olds) who feel anxious about school tests even when well-prepared (%),2015,81.2,non_oecd
CRI,Costa Rica,CWB31,Adolescents (15-year-olds) who expect to complete a university degree (%),2015,54.4,non_oecd
CRI,Costa Rica,CWB32,Adolescents (15-year-olds) who feel like they belong in school (%),2015,74.7,non_oecd
CRI,Costa Rica,CWB33,Adolescents (15-year-olds) who feel like outsiders at school (%),2015,26.8,non_oecd
CRI,Costa Rica,CWB35A,Reading performance at age 15 (PISA),2015,427.5,non_oecd
CRI,Costa Rica,CWB35B,Mathematics performance at age 15 (PISA),2015,400.3,non_oecd
CRI,Costa Rica,CWB40,Adolescents (15-year-olds) who are high or extreme internet users (%),2015,63.7,non_oecd
CRI,Costa Rica,CWB44A,Adolescents (15-year-olds) reporting high life satisfaction (%),2015,58.4,non_oecd
CRI,Costa Rica,CWB44B,Adolescents (15-year-olds) reporting low life satisfaction (%),2015,7.1,non_oecd
HRV,Croatia,CWB1A,Children (0-17) living with two parents (%),2015,89.5,non_oecd
HRV,Croatia,CWB1B,Children (0-17) living with a single parent (%),2015,9.8,non_oecd
HRV,Croatia,CWB1C,Children (0-17) living in 'other' types of household (%),2015,0.7,non_oecd
HRV,Croatia,CWB2A,Children (0-14) in households where all adults are in employment (working) (%),2015,47.6,non_oecd
HRV,Croatia,CWB2C,Children (0-14) in households with all adults not in employment (jobless) (%),2015,8.0,non_oecd
HRV,Croatia,CWB8A,Adolescents (15-year-olds) who report talking to their parents before or after school (%),2015,96.6,non_oecd
HRV,Croatia,CWB8B,"Adolescents (15-year-olds) whose parents report spending time ""just talking to my child"" every day or almost every day (%)",2015,65.2,non_oecd
HRV,Croatia,CWB9,Children (0-17) in overcrowded households (%),2015,54.5,non_oecd
HRV,Croatia,CWB16,Adolescents (15-year-olds) skipping either breakfast or dinner (%),2015,28.5,non_oecd
HRV,Croatia,CWB17A,Adolescents (15-year-olds) who report doing no physical activity outside of school (%),2015,6.9,non_oecd
HRV,Croatia,CWB17B,Adolescents (15-year-olds) who report regularly engaging in vigorous physical activity outside of school (%),2015,47.9,non_oecd
HRV,Croatia,CWB22,Children (3-5 year-olds) enrolled in pre-primary education or primary school (%),2015,59.8,non_oecd
HRV,Croatia,CWB27,Adolescents (15-year-olds) with parents interested in and supportive of their education (%),2015,93.1,non_oecd
