"BASMID","QTYPE","GRADE","SCPUBPRI","SSAMSC","SEENJOY","SEGRADES","SEADPLCXX","SEBEHAVX","SESCHWRK","SEGBEHAV","SEGWORK","SEREPEAT","SESUSOUT","SESUSPIN","SEEXPEL","SEFUTUREX","GRADEEQ","HSWHOX","HSTUTOR","HSCOOP","HSDAYS","HSHOURS","HSSTYL","HSCLIBRX","HSCHSPUBX","HSCEDPUBX","HSCORGX","HSCCHURX","HSCPUBLX","HSCPRIVX","HSCRELX","HSCNETX","HSCOTH","HSCVTLCR","HSCOURS","HSINTNET","HSINTPUB","HSINTST","HSINTCH","HSINTAPB","HSINTPRI","HSINTCOL","HSINTOH","FSSPORTX","FSVOL","FSMTNG","FSPTMTNG","FSATCNFN","FSFUNDRS","FSCOMMTE","FSCOUNSLR","FHHOME","FHWKHRS","FHCAMT","FHCHECKX","FHHELP","FORESPON","FODINNERX","HDHEALTH","CDOBYY","AGE2015","CPLCBRTH","CSEX","TTLHHINC","RACEETH2","CENREG","PARGRADEX","FAMILY16X"
20161116761,2,12,4,1,2,3,2,1,0,0,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,1,2,2,2,4,3,2,4,1,1,4,3,2001,14,1,2,3,2,3,3,3
20161116765,2,9,2,1,2,1,-1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,2,2,2,4,2,2,4,3,1,7,1,2003,12,1,2,10,1,4,5,1
20161116769,2,8,4,2,2,1,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,1,2,2,3,5,1,4,3,1,4,2,2004,11,1,2,3,2,2,3,5
20161116857,2,10,4,1,2,1,-1,0,0,4,4,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,2,2,2,2,3,1,1,3,1,2002,13,1,2,8,2,2,5,1
20161116882,2,13,1,1,2,2,2,0,0,1,1,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,1,2,2,4,8,1,2,1,1,5,1,2000,15,1,2,9,1,2,5,1
20161116916,2,7,4,1,2,2,-1,0,0,0,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,2,2,3,3,1,4,3,2,0,3,2006,9,1,2,5,1,3,3,1
20161116934,2,2,4,1,2,5,-1,0,0,2,4,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,2,2,2,3,4,1,4,3,2,7,1,2010,5,1,2,9,1,2,4,1
20161116953,2,5,4,1,1,1,-1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,1,1,1,1,2,2,2,3,6,2,4,3,1,3,2,2008,7,1,1,9,1,4,3,1
20161116956,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,1,1,1,7,20,3,1,1,1,2,2,2,2,2,1,2,2,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,5,1,2003,12,1,1,1,1,3,2,3
20161116983,2,13,4,1,2,2,2,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,3,4,1,4,3,1,4,1,2000,15,1,1,2,3,3,1,1
20161117012,2,2,4,1,2,5,-1,10,0,1,1,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,1,2,2,2,3,1,2,4,3,2,5,1,2009,6,1,1,4,5,2,3,1
20161117037,2,6,4,1,1,5,-1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,2,4,2,1,3,2,1,6,1,2006,9,1,2,9,1,3,5,1
20161117044,2,9,4,1,1,1,-1,0,0,2,2,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,2,1,2,2,4,10,1,4,5,1,5,1,2004,11,1,2,4,3,4,1,3
20161117046,2,12,4,1,2,1,1,1,1,1,1,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,4,7,1,4,1,1,5,2,2000,15,1,1,9,1,1,5,1
20161117048,2,6,4,1,2,1,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,1,4,6,1,4,4,1,5,1,2007,8,3,2,7,4,3,4,2
20161117060,2,6,4,1,2,1,-1,0,0,5,5,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,1,1,1,2,1,4,5,1,4,3,1,7,1,2007,8,1,1,2,3,4,5,1
20161117085,2,6,4,1,2,1,-1,0,0,2,1,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,3,2,1,4,2,1,7,1,2007,8,1,1,5,3,4,4,4
20161117089,2,12,4,1,2,2,1,0,1,1,1,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,3,2000,15,3,1,8,4,2,5,3
20161117090,2,3,4,1,1,5,-1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,1,2,2,3,4,1,4,3,2,7,1,2010,5,1,2,9,1,1,4,1
20161117103,2,10,4,1,1,1,-1,0,0,0,1,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,2,2,2,4,10,1,3,1,1,4,1,2002,13,3,2,9,4,3,4,1
20161117154,2,7,4,1,2,1,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,2,3,3,1,3,2,1,7,2,2006,9,1,1,10,4,2,5,2
20161117160,2,11,4,1,2,2,-1,0,1,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,1,2,2,4,10,2,3,2,1,5,1,2002,13,1,2,10,1,2,4,1
20161117175,2,8,4,1,2,5,-1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,1,2,2,3,3,1,4,3,1,4,1,2005,10,1,2,9,1,1,5,1
20161117180,2,7,4,1,2,3,-1,0,1,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,1,2,2,3,5,2,4,2,1,4,2,2006,9,1,1,9,1,1,3,2
20161117190,2,15,4,1,1,1,1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,1,3,4,1,3,2,1,5,1,1997,18,1,1,8,5,2,3,1
20161117224,2,6,4,1,1,1,-1,0,0,1,2,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,2,3,4,1,4,1,1,7,1,2007,8,1,1,8,1,1,3,1
20161117247,2,7,4,1,1,1,-1,0,0,6,6,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,2,4,12,1,4,2,2,7,1,2005,10,1,2,10,3,2,4,1
20161117255,2,13,4,1,2,1,2,0,0,2,2,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,2,1,5,-1,-1,-1,-1,2,0,2,1999,16,3,2,1,3,4,1,3
20161117289,2,4,1,1,1,1,-1,0,0,3,2,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,2,4,9,1,4,4,1,6,2,2009,6,1,2,3,1,1,3,1
20161117319,2,9,4,1,1,1,-1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,1,2,3,4,1,1,7,2,2003,12,1,2,3,2,2,2,4
20161117327,2,5,4,1,2,5,-1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,2,2,1,2,4,3,2,3,2,2008,7,1,1,8,5,3,5,1
20161117329,2,10,4,1,1,1,-1,0,0,1,1,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,2,2,2,3,3,1,3,1,1,5,1,2002,13,1,2,4,1,2,4,1
20161117331,2,15,4,1,3,2,2,0,0,0,0,2,1,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,2,2,2,3,6,2,2,1,1,7,2,1998,17,1,1,10,3,4,3,1
20161117336,2,10,4,1,2,2,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,1,2,3,1,3,2,1,3,1,2002,13,1,1,9,1,4,5,1
20161117345,2,2,4,1,1,1,-1,2,0,50,50,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,1,2,1,1,4,2,2,0,1,2009,6,1,2,9,1,2,3,4
20161117385,2,14,4,1,3,3,2,0,2,1,1,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,1,1,2,1,2,2,2,3,2,1,5,1,1999,16,1,1,9,1,2,4,2
20161117443,2,13,4,1,1,2,2,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,2,1,2,2,3,6,1,4,1,1,3,2,1999,16,1,1,9,1,4,4,1
20161117447,2,14,4,1,2,2,1,0,2,0,2,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,2,2,2,2,6,3,3,1,1,2,2,1999,16,1,1,4,3,3,1,1
20161117451,2,11,4,1,3,3,-1,0,0,2,2,1,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,1,2,2,2,3,5,1,7,2,2003,12,1,2,2,1,2,2,1
20161117455,2,4,4,1,2,1,-1,0,0,1,1,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,2,3,2,2,4,2,1,7,2,2009,6,1,1,1,1,1,2,3
20161117473,2,15,4,1,2,1,2,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,2,1,2,5,1,3,2,1,5,1,1998,17,1,2,9,1,3,5,1
20161117475,2,12,4,1,2,1,2,0,1,0,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,1,1,2,1,2,2,1,3,2,2,5,3,2001,14,1,2,8,1,2,3,1
20161117480,2,5,4,1,2,2,-1,6,2,0,0,2,2,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,2,3,8,2,4,3,1,6,1,2007,8,1,1,10,2,2,4,4
20161117486,2,5,4,1,2,2,-1,2,0,3,3,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,2,3,4,1,4,3,1,4,1,2008,7,1,1,8,1,1,5,1
20161117495,2,6,1,1,1,1,-1,2,2,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,3,2,1,4,4,1,7,2,2007,8,1,2,8,1,2,5,1
20161117502,2,14,4,1,1,1,1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,2,2,2,2,1,4,15,2,3,3,1,5,1,1999,16,1,2,8,1,1,5,3
20161117512,2,2,4,1,1,5,-1,2,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,1,3,5,1,4,4,1,4,1,2010,5,1,1,5,3,2,4,1
20161117513,2,6,4,1,1,1,-1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,2,3,4,2,4,3,2,5,1,2007,8,1,2,7,3,2,3,4
20161117521,2,5,4,1,2,1,-1,0,0,4,4,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,1,3,2,1,4,1,1,7,1,2007,8,1,2,9,1,2,5,2
20161117532,2,5,4,1,2,2,-1,0,0,10,10,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,1,1,2,2,3,1,2,4,3,1,1,1,2008,7,1,1,2,3,2,3,4
20161117552,2,15,4,1,1,2,2,1,0,1,1,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,1,1,2,1,4,10,1,4,4,1,7,1,1998,17,3,1,1,3,4,2,1
20161117561,2,15,1,1,2,2,2,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,1,3,4,1,2,5,1,4,2,1998,17,1,1,10,1,3,4,1
20161117573,2,11,4,1,2,1,-1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,2,2,2,4,5,2,3,2,1,4,1,2002,13,1,2,7,1,1,3,3
20161117614,2,4,4,1,1,5,-1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,1,1,2,2,4,3,3,4,4,1,7,2,2008,7,1,2,8,1,4,4,1
20161117615,2,11,4,1,1,1,-1,0,0,0,2,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,1,1,1,3,4,3,1,7,2,2002,13,1,1,6,3,2,3,4
20161117662,2,9,4,1,2,1,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,2,4,10,2,3,3,1,5,3,2004,11,1,2,10,1,3,5,1
20161117673,2,11,4,2,2,2,-1,0,0,0,0,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,1,2,2,2,3,4,2,3,1,2,4,2,2002,13,1,1,5,3,3,4,1
20161117709,2,10,4,1,2,1,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,2,4,6,1,4,3,1,3,1,2003,12,1,2,7,1,3,5,3
20161117713,2,6,4,1,2,5,-1,1,0,6,6,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,2,3,2,2,4,3,2,7,1,2007,8,1,1,7,1,4,5,1
20161117725,2,8,4,1,2,2,-1,0,0,2,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,1,2005,10,1,2,5,1,3,4,1
20161117728,2,10,1,1,1,1,-1,0,0,1,1,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,2,4,8,1,3,2,1,6,1,2003,12,1,1,4,1,3,4,1
20161117735,2,11,1,1,2,3,-1,0,0,0,0,1,1,1,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,1,3,4,2,4,3,1,7,1,2001,14,1,1,6,3,4,4,3
20161117745,2,8,4,1,1,1,-1,0,0,0,0,2,2,1,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,2,2,3,1,1,3,2,1,7,1,2005,10,1,1,8,1,2,4,2
20161117764,2,15,3,1,1,5,2,0,0,9,9,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,1,2,2,1,4,1,1,4,4,1,5,1,1998,17,1,1,4,3,4,1,1
20161117773,2,11,4,1,1,1,-1,0,0,1,1,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,2,2,2,3,5,1,4,3,1,5,1,2001,14,1,1,8,1,3,4,3
20161117788,2,4,2,1,2,1,-1,0,0,10,10,2,2,2,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,1,2,2,2,3,2,2,3,2,1,7,1,2001,14,3,2,3,1,1,1,3
20161117856,2,5,4,1,1,1,-1,0,2,10,10,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,2,2,2,8,1,4,2,1,7,1,2008,7,1,1,9,2,2,5,3
20161117881,2,5,4,1,1,5,-1,0,0,5,10,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,2,2,2,3,2,1,4,3,1,2,1,2007,8,1,2,5,5,2,5,1
20161117883,2,13,4,1,2,1,1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,2,2,2,2,3,5,1,1,5,1,2,1,1999,16,1,2,8,1,2,2,1
20161117884,2,9,4,1,2,2,-1,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,2,2,2,3,6,1,4,1,1,7,1,2004,11,1,1,8,5,2,4,1
20161117897,2,8,4,1,1,2,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,1,1,1,2,2,4,5,1,4,4,1,7,1,2005,10,1,1,2,1,3,2,1
20161117899,2,4,4,1,2,5,-1,1,0,10,10,2,2,2,2,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,2,1,3,3,1,4,3,1,7,1,2009,6,1,1,6,3,4,3,3
20161117900,2,10,4,2,4,4,-1,20,0,0,0,1,1,1,1,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,2,2,3,6,2,3,1,1,0,2,2001,14,1,1,3,3,4,2,3
20161117941,2,6,4,1,2,3,-1,0,3,1,0,2,2,2,2,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,1,2,2,2,4,4,1,3,3,1,7,1,2006,9,1,1,6,1,2,3,4
20161117953,2,13,4,1,1,2,1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,2,1,2,2,4,12,2,2,1,1,3,1,2000,15,1,2,10,2,4,5,1
20161117956,2,9,4,1,1,1,-1,0,0,3,5,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,2,2,1,4,15,2,4,2,1,5,1,2003,12,1,2,9,3,4,5,2
20161118040,2,6,4,1,1,2,-1,1,3,3,2,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,2,1,1,1,1,1,4,2,1,7,1,2006,9,1,1,5,5,2,4,5
20161118046,2,4,4,1,1,5,-1,0,0,0,0,2,2,2,2,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,2,1,1,1,2,4,4,3,4,4,1,7,1,2008,7,1,1,9,1,2,5,2
20161118051,2,13,4,1,2,1,2,0,0,0,0,2,2,2,2,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,2,1,2,1,1,2,2,1,1,1,4,1,2,7,1,1999,16,1,2,9,1,3,3,1
